ID,ITEM,COMMON_NAMES,ENGLISH_NAME,CONTENT_DESC,DISPOSAL_RATE,PER_PORTION_WEIGHT,FOOD_TYPE,DATA_TYPE
J0415601,大口鰜切片(含皮),"咬龍狗,左口,扁魚,皇帝魚,比目魚,咬網狗/肉瞇仔(澎湖)",Queensland halibut; Tropical halibut; Adalah; False halibut; Indian spiny turbot; Indian halibut,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",39,0,魚貝類,樣品基本資料
G0210101,乾銀耳,"白木耳,雪耳",NA,"生,乾貨,混合均勻打碎",0,0,菇類,樣品基本資料
J0700601,鰆魚卵,土魠魚卵,Barred Spanish mackerel egg; King mackerel egg; Narrowbarred spanish mackerel egg,"生,混合均勻打碎",NA,383,魚貝類,樣品基本資料
G0950101,醃漬香菇,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: pickled; Champignon: pickled; Shiitake: pickled,"熟,醃漬物,混合均勻打碎",NA,0,菇類,樣品基本資料
A0352001,意麵,NA,Noodle:fried,"生,濕麵條,混合均勻打碎(高筋麵粉,雞蛋,維生素B2等)",NA,0,穀物類,樣品基本資料
J0408001,斯氏長鰭烏魴,"深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖)",Pomfret; Sickle pomfret,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",60,0,魚貝類,樣品基本資料
J0405001,青星九刺鮨,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東)",Red coral perch; Red grouper; Vermillion seabass; Vermilion rock cod; Vermilion grouper; Blue-spotted rockcod; Coral grouper; Coral cod; Coral trout; Coral hind; Coral rockcod,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",62,0,魚貝類,樣品基本資料
D28002,脆桃平均值,"桃子,甜桃",NA,"生鮮,脆桃,去籽,混合均勻打碎",22.7,67.7,水果類,樣品平均值
E74006,小番茄平均值(橙色系),"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",NA,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",2.9,13,蔬菜類,樣品平均值
G13002,杏鮑菇平均值,"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",King oyster mushroom; apricot mushroom; almond abalone mushroom,"生鮮,混合均勻打碎",0,71,菇類,樣品平均值
J3101101,波紋橫簾蛤,"波紋巴非蛤,山瓜仔(子),海瓜仔(子)",Undulating Venus,"生,去外殼,混合均勻打碎",57.7,7,魚貝類,樣品基本資料
L0204101,部份脫脂奶粉,乳粉,Partly skimmed milk powder,"部份脫脂(1.5-26%)奶粉,混合均勻",NA,5,乳品類,樣品基本資料
L0217201,脫脂強化奶粉(鈣&維生素A強化),乳粉,Skimmed fortified milk powder: calcium & vitamin A enriched,"脫脂(<1.5%)強化奶粉,混合均勻",NA,5,乳品類,樣品基本資料
L0211101,全脂強化奶粉(纖維強化),乳粉,Whole fortified milk powder: fiber enriched,"全脂(26-42%)強化奶粉,混合均勻",NA,0,乳品類,樣品基本資料
L0102101,全脂鮮乳(1月取樣),"牛乳,牛奶",Whole fresh milk,"全脂(3.0-3.8%)鮮乳,混合均勻",NA,0,乳品類,樣品基本資料
L0102102,全脂鮮乳(4月取樣),"牛乳,牛奶",Whole fresh milk,"全脂(3.0-3.8%)鮮乳,混合均勻",NA,0,乳品類,樣品基本資料
Q2102201,烤布丁,NA,Pudding,"熟,混合均勻均質(雞蛋,牛乳,糖等)",NA,126,糕餅點心類,樣品基本資料
E75001,甜椒平均值(青皮),"青椒,(甜)番椒,青辣椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",Sweet pepper; Bell pepper,"生鮮,青椒,數顆混合均勻打碎",14.7,58,蔬菜類,樣品平均值
E75006,紅辣椒平均值,"辣椒,番椒,番仔薑,牛角辣椒,羊角辣椒,長辣(番)椒,紅辣椒,臘椒",Hot pepper; Long pepper; Pepper,"生鮮,紅辣椒,去蒂,數支混合均勻打碎",7.2,4.7,蔬菜類,樣品平均值
L0314201,中脂濃稠發酵乳(無糖&纖維強化),優酪乳,"Medium fat concentrated fermented milk: non-sugar, fiber enriched","中脂(1.5-3.0%)濃稠發酵乳,混合均勻(生乳,膳食纖維,寡糖,水等)",NA,0,乳品類,樣品基本資料
L0324201,中脂凝態發酵乳(蘆薈),優格,Medium fat yoghurt: aloe flavor,"中脂(1.5-3.0%)凝態發酵乳,混合均質(生乳,奶粉,蘆薈,水,砂糖,澱粉,蜂蜜,果膠等",NA,0,乳品類,樣品基本資料
L0224101,部份脫脂調味奶粉(巧克力),乳粉,Partly skimmed modified milk powder: chocolate flavor,"部份脫脂(1.5-26%)調味奶粉,混合均(即溶全脂牛奶,即溶脫脂牛奶,蔗糖,葡萄糖,可可粉等",NA,0,乳品類,樣品基本資料
M1200101,玉米油,"粟米油,玉米胚芽油",Corn oil; Maize oil,混合均勻(純玉米胚芽提煉),NA,10,油脂類,樣品基本資料
M1100101,大豆油,"黃豆油,沙拉油",Soybean oil,混合均勻(100%大豆沙拉油),NA,11,油脂類,樣品基本資料
I0520101,鴨血,NA,Ducks: blood,"生,混合均勻打碎",NA,0,肉類,樣品基本資料
R5100901,臘肉(五花肉),NA,"Pork: lean and fat, salted, cured and smoked","生,豬臘肉,混合均勻打碎(豬肉,鹽,糖,味精,食品添加物等)",0,0,加工調理食品及其他類,樣品基本資料
M1000301,人造奶油(低熱量),NA,Margarine: low calorie,"混合均勻(玉米油,明膠,鹽,乳化劑,香料等)",NA,0,油脂類,樣品基本資料
Q2300101,花生仁湯,NA,Peanut soup,"罐裝,混合均勻打碎(花生仁,蔗糖等)",NA,0,糕餅點心類,樣品基本資料
M1900101,南瓜籽油,NA,Pumpkin seed oil,混合均勻(南瓜籽油),NA,0,油脂類,樣品基本資料
O0900301,咖啡沖泡包(三合一),NA,Instant coffee powder mix,"沖泡包,混合均勻(糖,奶精,咖啡等)",NA,0,飲料類,樣品基本資料
O0200501,黑豆茶,NA,Black bean tea,"罐裝,混合均勻(黑豆,決明子,蔗糖等)",NA,0,飲料類,樣品基本資料
E3200201,荷葉白菜,"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",Chinese mustard; Chinese cabbage,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",9.7,0,蔬菜類,樣品基本資料
E3200401,黑葉白菜(短梗),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",Chinese mustard; Chinese cabbage,"生鮮,不結球白菜,去蒂頭,混合均勻打碎",11.4,0,蔬菜類,樣品基本資料
E1400101,麻竹筍,"蔴竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹",Bamboo shoot; Bamboo sprout; Ma bamboo,"生鮮,去外皮,混合均勻打碎",44.5,293,蔬菜類,樣品基本資料
E3010201,甘藍乾,高麗菜乾,Cabbage: dried,"生,鹽漬,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E3000201,紫色甘藍,"紫甘藍,紫色高麗菜,紅色高麗菜,紅玻璃菜,紅玉菜",Purple cabbage; Red cabbage,"生鮮,紫色種,去粗莖,混合均勻打碎",NA,1048,蔬菜類,樣品基本資料
E5000101,菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",Spinach,"生鮮,去蒂,混合均勻打碎",14.1,30,蔬菜類,樣品基本資料
E3700101,山芹菜,"鴨兒芹,三葉芹,香山芹,蜀芹,細本山芹菜,楚芹,莖芹,山芹,山輕芹",NA,"生鮮,去蒂,混合均勻打碎",30,0,蔬菜類,樣品基本資料
E4600101,茼蒿,"茼蒿菜,春菊,打某(妻)菜,苳蒿菜,花冠菊,艾菜,蓬蒿,菊蒿菜,菊花菜,實盡菜",Garland Chrysanthemum,"生鮮,混合均勻打碎",15.5,34,蔬菜類,樣品基本資料
J0400401,灰海鰻,"虎鰻,海鰻,錢鰻(臺東)",Shape-toothed eel; Conger pike; Daggertooth pike conger; Dagger tooth pikeconger; Arabian pike eel,"生,去鱗,去皮,去頭尾,去內臟及硬骨,混合均勻打碎(有軟刺未完全去除)",49,0,魚貝類,樣品基本資料
J0414804,"鯖魚(烤,150度,20分)",NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以150℃烤20分鐘",NA,0,魚貝類,樣品基本資料
J0414805,"鯖魚(烤,150度,30分)",NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以150℃烤30分鐘",NA,0,魚貝類,樣品基本資料
J0414806,"鯖魚(烤,180度,10分)",NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以180℃烤10分鐘",NA,0,魚貝類,樣品基本資料
A0500201,粳米(台中189號),"蓬萊米,圓米",Short grain rice,"生,白粳米,混合均勻磨碎",NA,221,穀物類,樣品基本資料
E3400201,紅鳳菜,"紅蓊菜,紅菜,紅葉,紫背天葵,雙色三七草,天青地紅,地黃菜,腳目草",Edible Gynura,"生鮮,去粗梗,混合均勻打碎",46.6,0,蔬菜類,樣品基本資料
J3700201,鹹小卷,"鹹鎖管,鹽漬小卷",Loligo; Neritic squid,"熟,醃製品,混合均勻打碎",NA,0,魚貝類,樣品基本資料
J4100101,白海參,"海蚯蚓,沙糞",White sea cucumber,"生,濕貨,去內臟,混合均勻打碎",14.5,20,魚貝類,樣品基本資料
B0320101,木薯粉,樹薯粉,Cassava starch; Tapioca,"生,混合均勻(樹薯澱粉)",NA,0,澱粉類,樣品基本資料
J0405301,斑點九刺鮨(含皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖)",Seabass; Peacock hind; Peacock grouper; Peacock cod; Peacock rockcod; Peacock rock-cod; Peacock coral cod; Peacock rock cod; Worldwide-peacock rockcod; Blue spotted grouper; Bluespotted grouper;,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",68.8,0,魚貝類,樣品基本資料
J0403401,斑鱵,"補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",Spotted halfbeak; Barred garfish; Black barred garfish; Blackbarred halfbeak; Black-barred halfbeak; Black-barred garfish; Barred halfbeak; Halfbeak,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",48.2,0,魚貝類,樣品基本資料
P1000201,牛肉醬,NA,NA,"混合均勻打碎(牛肉,大豆油,辣椒,八角粉,五香粉,糖,檸檬酸等)",NA,17,調味料及香辛料類,樣品基本資料
P1100501,凱撒沙拉醬,NA,NA,"混合均勻均質(植物油,水,蛋,鹽,檸檬汁,白酒,醋,醬油,芝蔴,香料,乾酪,大蒜,洋蔥,糖,銀魚等",NA,16,調味料及香辛料類,樣品基本資料
P0201101,椰漿,NA,NA,"混合均勻(椰漿,水,乳化劑,重亞硫酸鉀等)",NA,235,調味料及香辛料類,樣品基本資料
Q4100601,營養口糧,NA,NA,"混合均勻打碎(麵粉,植物油,巧克力粉,奶油,蛋,糖,鹽,碳酸鈣,維生素B1,膨鬆劑,香料等)",NA,14,糕餅點心類,樣品基本資料
Q4100701,蘇打餅乾(蔬菜),NA,NA,"混合均勻打碎(麵粉,植物油,鮮奶油,豬油,青蔥,麥芽萃取物,鹽,酵母等)",NA,4,糕餅點心類,樣品基本資料
R9900201,陳年紹興酒,NA,Shaohsiug wine,"混合均勻(糯米,蓬萊米,小麥等)",NA,0,加工調理食品及其他類,樣品基本資料
Q9900301,起酥片,NA,NA,"生,混合均勻打碎(麵粉,瑪琪琳,水,糖,檸檬酸等)",NA,40,糕餅點心類,樣品基本資料
A0950101,蕎麥麵(乾),NA,Buckwheet noodles,"生,混合均勻磨碎(小麥粉,蕎麥粉,鹽,山藥,山芋粉,兒茶素,鹽,調味料等)",NA,0,穀物類,樣品基本資料
D3700401,黃皮葡萄柚,"西柚,朱欒",Grapefruit; Pomelo,"生鮮,黃皮粉紅肉,去皮,子及內膜,混合均勻打碎",25.6,286,水果類,樣品基本資料
C0905101,原味榛果,NA,NA,"熟,混合均勻打碎",NA,0,堅果及種子類,樣品基本資料
E7400603,橙蕃茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",Tomato,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",2.9,17,蔬菜類,樣品基本資料
E38004,芥菜平均值,"刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",Mustard green,"生鮮,芥菜,去蒂,數棵混合均勻打碎",11.1,0,蔬菜類,樣品平均值
E33001,結球白菜平均值,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜","Chinese cabbage, Celery cabbage","生鮮,結球白菜,數棵混合均勻打碎",12.7,686.5,蔬菜類,樣品平均值
E37002,芹菜平均值,"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",Celery,"生鮮,本地種,去蒂及葉,數支混合均勻打碎",35.7,27,蔬菜類,樣品平均值
D2000301,新世紀哈密瓜,NA,NA,"生鮮,哈蜜瓜種,橢圓形,綠皮橙肉系,去皮及籽,混合均勻打碎",48.5,822,水果類,樣品基本資料
D2100101,土芒果,"檬果,檨仔,菴羅果(柴檨,土檨仔)",Mango,"生鮮,本地種,去皮及心,混合均勻打碎",45.2,72,水果類,樣品基本資料
R5100801,培根,三層煙肉,Pork: bacon,"生,豬肉培根,混合均勻打碎(豬腰肉,鹽,糖,維生素C,黃豆蛋白,食品添加物等)",NA,21,加工調理食品及其他類,樣品基本資料
R5300501,熱狗,NA,Pork: hot dog,"生,豬肉熱狗,混合均勻打碎(豬肉,鹽,糖,澱粉,黃豆蛋白,食品添加物等)",NA,27,加工調理食品及其他類,樣品基本資料
H0705101,毛綠豆,"菉豆,綠小豆,輻莢豆",Green bean; Chickasaw,"生,乾貨,混合均勻磨碎",NA,259,豆類,樣品基本資料
H0505101,紅雲豆(大紅豆),"紅菜豆,大紅豆",Red kidney bean,"生,乾貨,混合均勻磨碎(Red kidney bean)",NA,187,豆類,樣品基本資料
D1100201,甘蔗鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農13號,冬蜜鳳梨)",Pineapple,"生鮮,雜交種,去皮,混合均勻打碎",41.8,996,水果類,樣品基本資料
D1100204,牛奶鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農20號)",Pineapple,"生鮮,雜交種,去皮,混合均勻打碎",48.8,1157,水果類,樣品基本資料
D2400305,桃接李(大),李子,Plum,"生鮮,紅皮黃肉,去子,混合均勻打碎",13.4,43,水果類,樣品基本資料
D2400102,翡翠李,李子,Plum,"生鮮,青皮黃肉,去子,混合均勻打碎",8.8,28,水果類,樣品基本資料
D2400301,加州紅李(台灣),李子,Plum,"生鮮,紅皮黃肉,去子,混合均勻打碎",7.4,40,水果類,樣品基本資料
E3300104,包心白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜","Chinese cabbage,","生鮮,結球白菜,橢圓形,混合均勻打碎",7.7,1026,蔬菜類,樣品基本資料
E2700101,九層塔,"千層塔,羅勒,家佩蘭,零陵菜,香菜(草),薰草,西王母菜,塞香菜,光明子,醒頭香",Basil; Common basil; Sweet basil,"生鮮,去粗梗,混合均勻打碎",23.7,0,蔬菜類,樣品基本資料
J0401102,虱目魚(2022年取樣),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",Salmon herring; Bangos; Bony salmon; Milkfish; Milk fish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",37.9,501,魚貝類,樣品基本資料
D3000102,西洋梨(紅皮),"梨子,水梨,山褵,快果,果宗",Pear,"生鮮,西洋梨,去皮及核,混合均勻打碎",25.6,164,水果類,樣品基本資料
D3000101,西洋梨(青皮),"梨子,水梨,山褵,快果,果宗",Pear,"生鮮,西洋梨,去皮及核,混合均勻打碎",31.5,147,水果類,樣品基本資料
D3000203,新世紀梨,"梨子,水梨,山褵,快果,果宗",Pear,"生鮮,新世紀梨,去皮及核,混合均勻打碎",23.6,216,水果類,樣品基本資料
K02141,鴨鹹蛋平均值,NA,Duck's egg: salted,"生,鴨蛋製品,去殼,混合均勻打碎",13.2,59.3,蛋類,樣品平均值
K01503,蒸蛋平均值,NA,Hen's egg custard,"熟,雞蛋製品,混合均勻打碎",NA,0,蛋類,樣品平均值
D3400205,檸檬柑,"三寶柑,甜檸檬",Citrus sulcata Hort. ex Takahashi,"生鮮,去皮及子,混合均勻打碎",58.5,77,水果類,樣品基本資料
D3400202,茂谷柑,柑,Murcott; Honey tangerine; Honey murcott,"生鮮,去皮及子,混合均勻打碎",18,134,水果類,樣品基本資料
D3400204,高牆桶柑,"年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(桶柑)",Tankan; Tankan orange,"生鮮,去皮去子,混合均勻打碎",27.1,106,水果類,樣品基本資料
J0700503,鯔魚卵(加工)(2022年取樣),"烏魚卵,烏魚子",Mullet roe,"生,生,加工製品,混合均勻打碎(烏魚子,7兩)",0,260,魚貝類,樣品基本資料
G01101,乾木耳平均值,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear: dry; Juda's ear: dry; Agaric: dry,"生,乾貨,混合均勻打碎",0,0,菇類,樣品平均值
G08001,香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom; Champignon; Shiitake,"生鮮,混合均勻打碎",0,292.5,菇類,樣品平均值
L0132101,全脂保久乳,"牛乳,牛奶",Whole sterilized milk,"全脂(3.0-3.8%)保久乳,混合均勻",NA,0,乳品類,樣品基本資料
L0134101,中脂保久乳,"牛乳,牛奶",Medium fat sterilized milk,"中脂(1.5-3.0%)保久乳,混合均勻",NA,0,乳品類,樣品基本資料
D0800103,北蕉(9月取樣),"香蕉,芎蕉,弓蕉,甘蕉",Banana,"生鮮,去皮,混合均勻打碎",30.5,118,水果類,樣品基本資料
J21008,日本對蝦平均值,"斑節蝦,雷公蝦,明蝦,九節蝦",Japanese king prawn; Japanese tiger prawn; Kuruma prawn; Striped prawn,"生,去殼,去頭尾,混合均勻打碎",41.1,36.5,魚貝類,樣品平均值
D0800101,北蕉(2月取樣),"香蕉,芎蕉,弓蕉,甘蕉",Banana,"生鮮,去皮,混合均勻打碎",34.5,124,水果類,樣品基本資料
J0401501,鯉,"鮘仔,在來鯉,財神魚",Scale carp; Wild carp; Wild common carp; Aischgrund carp; Carp; Common carp; Asian carp; European carp; Leather carp; Grass carp; German carp; Koi; Mirror carp; Wild Common Carp;,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",66,0,魚貝類,樣品基本資料
J0600301,鯊魚翅,魚翅,Shark's fin,"生,乾貨,經泡水處理,混合均勻打碎",NA,0,魚貝類,樣品基本資料
D3100301,台灣土棗,"大棗,棗仔",Chinese jujube,"生鮮,紅棗,綠皮帶紅,去蒂及子,混合均勻打碎",13.4,21,水果類,樣品基本資料
A0500401,白秈糯米(台中糯70號秈米),長糯米,White glutinous rice: long-grain,"生,混合均勻磨碎",NA,206,穀物類,樣品基本資料
D3500101,文旦,"柚子,內紫,朱欒,香欒,座凡,拋,欒",Shaddocks; Pomelo; Pummelo,"生鮮,取果肉,混合均勻打碎",41.6,304,水果類,樣品基本資料
R4700902,傳統豆腐(2022年取樣),板豆腐,Tofu; Bean curd; Soy bean cheese,混合均勻打碎,0,360,加工調理食品及其他類,樣品基本資料
L1132101,保久羊乳,羊奶,Sterilized goat milk,"保久羊乳(乳脂肪≧3%),混合均勻",NA,0,乳品類,樣品基本資料
L1154201,中脂調味保久羊乳(果汁),羊奶,Reduced fat flavored composite and recombined sterilized goat milk: fruit flavor,"中脂(≧1.5%)調味保久羊乳,混合均勻(羊奶,果汁等)",NA,0,乳品類,樣品基本資料
D1100101,突目1號鳳梨,"旺來,波羅,黃萊,黃梨,王萊(開英種1號,1號仔,突目仔)",Pineapple,"生鮮,開英種,去皮,混合均勻打碎",44.3,1104,水果類,樣品基本資料
A0500102,秈米(台中秈10號),"在來米,長米",Long grain rice,"生,白秈米,混合均勻磨碎",NA,224,穀物類,樣品基本資料
I0210201,法式羊排,"羊肋排,羊小排",Shoulder Frenched Rack,"生,綿羊,冷凍切片,混合均勻打碎",25.1,58,肉類,樣品基本資料
I0200301,山羊後腿肉火鍋片,NA,Goat: shore leg,"生,山羊,後腿部位,混合均勻打碎",NA,0,肉類,樣品基本資料
I0321401,豬大骨湯,高湯,Pork stock,"熟,1082g大骨以2L沸水燙洗2分鐘,再以3.5L沸水熬煮4小時,最後定量至2 L.",NA,0,肉類,樣品基本資料
D2400201,紅肉李(大),李子,Plum,"生鮮,紅皮紅肉,去子,混合均勻打碎",6.6,34,水果類,樣品基本資料
D2400306,桃接李(小),李子,Plum,"生鮮,紅皮黃肉,去子,混合均勻打碎",10.8,11,水果類,樣品基本資料
G9000401,富珍茸,NA,NA,"生鮮,混合均勻打碎",0,34,菇類,樣品基本資料
G1100101,酒杯菇,"大杯傘,大杯菇,葉松茸,豬肚菇",NA,"生鮮,數朵混合均勻均質",0,97,菇類,樣品基本資料
G9000101,松茸白菇,NA,NA,"生鮮,混合均勻打碎",0,0,菇類,樣品基本資料
R4701101,小三角油豆腐,NA,Bean curd: oil fried,"混合均勻打碎(黃豆,油脂等)",NA,38,加工調理食品及其他類,樣品基本資料
R4701301,雞蛋豆腐,NA,Bean curd with egg,"混合均勻打碎(黃豆,雞蛋,鹽,調味料等)",0,0,加工調理食品及其他類,樣品基本資料
A0400601,冷凍玉米粒,NA,Corn kernal; Maize kernal; Sweat whole kernal corn,"熟,冷凍製品,混合均勻打碎",NA,0,穀物類,樣品基本資料
I0104101,牛前胸肉,"去骨前胸肉,牛腩","Brisket; Brisket, boneless, deckle-off","生,牛前胸部位,冷凍產品,混合均勻打碎",NA,0,肉類,樣品基本資料
I0300201,豬下肩瘦肉,前腿瘦肉,"Pork: forefeet, lean meat; Picnic shoulder","生,豬肩胛部位,去肥肉,去皮及骨,混合均勻打碎",28,0,肉類,樣品基本資料
I0300401,豬肩胛肉,胛心肉,Boston butt; Boston butt and picnic shoulder; Pork shoulder; Pork: forefeet,"生,豬肩胛部位,去皮及骨,混合均勻打碎",9,571,肉類,樣品基本資料
Q0300401,蕃薯餅,NA,NA,"熟食,混合均勻打碎",NA,0,糕餅點心類,樣品基本資料
R3000401,棺材板,NA,NA,"熟食,混合均勻打碎(土司片夾胡蘿蔔,蝦仁,花枝等)",NA,0,加工調理食品及其他類,樣品基本資料
H1100201,帶莢毛豆,"大豆,青大豆,青皮豆",Vegetable soy bean,"生鮮,去外莢,混合均勻打碎",NA,0,豆類,樣品基本資料
H0900101,萊豆仁,"皇帝(格)豆,白扁豆,觀音豆,雪豆,大馬萊豆,細綿豆",Lima bean; Duffin bean; Butter bean,"生鮮,混合均勻打碎",NA,36,豆類,樣品基本資料
R6100501,冷凍鱈魚丸,NA,Codfish ball,"冷凍包裝,混合均勻打碎(鱈魚,澱粉等)",0,11,加工調理食品及其他類,樣品基本資料
R6600601,冷凍蝦餃,NA,NA,"冷凍包裝,混合均勻打碎(海鰻,蝦仁,豬肉,澱粉等)",NA,9,加工調理食品及其他類,樣品基本資料
I0620101,鵝心,NA,Goose: heart,"生,鵝臟器,混合均勻打碎",NA,28,肉類,樣品基本資料
I0620201,鵝肝,NA,Goose: liver,"生,鵝臟器,混合均勻打碎",NA,71,肉類,樣品基本資料
A1000201,糙薏仁,紅薏仁,Adlay; Job's tears,"生,混合均勻磨碎",NA,178,穀物類,樣品基本資料
C1910201,調味南瓜子(帶殼),白瓜子,"Pumpkin seeds: spiced, cooked","熟,去殼(南瓜子,鹽等)",28,109,堅果及種子類,樣品基本資料
L0500201,切片乾酪(低脂),"起司,芝士(市售亦稱""乳酪"")","Cheese: low-fat, slice","熟,混合均勻打碎(乾酪)",NA,20,乳品類,樣品基本資料
E3800402,雪裡蕻,"雪裡(裏)紅,雪菜,多葉藺蕓苔,千筋葉菜,春不老",Leaf mustard,"生鮮,芥菜,去蒂,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E3000103,甘藍(圓球形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",Cabbage; White cabbage,"生鮮,圓球形,去粗莖,混合均勻打碎",10.7,985,蔬菜類,樣品基本資料
E5300403,有機本島萵苣(7月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",Lettuce:organic,"生鮮,本島萵苣,混合均勻打碎",18.5,0,蔬菜類,樣品基本資料
E5300501,水植波士頓萵苣,"半結球萵苣,美國萵苣菜,親青沙拉生菜,西洋生菜,西洋萵苣菜",Lettuce,"生鮮,半結球萵苣,混合均勻打碎",11.7,0,蔬菜類,樣品基本資料
E5300104,蘿美萵苣,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣(大陸妹)",romaine lettuce: organic,"生鮮,不結球萵苣,去蒂頭,混合均勻打碎",8.1,41,蔬菜類,樣品基本資料
E6200103,冬瓜(2022年取樣),"白瓜,東瓜,枕瓜,水芝,地芝",Wax gourd; White gourd; winter melon,"生鮮,大果,去皮及籽,混合均勻打碎",21,505,蔬菜類,樣品基本資料
L0146101,低脂強化保久乳(寡糖強化),"牛乳,牛奶",Low-fat fortified Sterilized milk: oligo enriched,"低脂(0.5-1.5%)強化保久乳,混合均勻(生乳,寡糖等)",NA,250,乳品類,樣品基本資料
L0328101,脫脂凝態發酵乳(纖維強化),優格,Skimmed yoghurt: fiber enriched,"脫脂(<0.5%)凝態發酵乳,混合均質(脫脂生乳,水,蔗糖,果糖,寒天紅藻,明膠,天然香料等)",NA,0,乳品類,樣品基本資料
E5600202,水植蕹菜(4月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",Water convolvulus; Water spinach;,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E5600301,有機蕹菜(4月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",Water convolvulus; Water spinach:organic,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E5600103,土植蕹菜(7月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",Water convolvulus; Water spinach;,"生鮮,混合均勻打碎",23.3,0,蔬菜類,樣品基本資料
J0408701,單斑笛鯛,"點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東)",Onespot snapper; One-spot snapper; Onespot perch; One-spot seaperch; Black spot snapper,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",59,0,魚貝類,樣品基本資料
B0520101,芋頭粉,NA,Taro starch;Dasheen starch; Cocoyam starch,"生,混合均勻(香芋,乳糖等)",NA,0,澱粉類,樣品基本資料
D1900202,紅鈴西瓜,"水瓜,寒瓜,夏瓜",Watermelon,"生鮮,紅肉小瓜,長球型,深綠色,鮮紅肉色,去皮及籽,混合均勻打碎",41.2,2054,水果類,樣品基本資料
A0600101,高梁,NA,Sorghum; Kao-lian,"生,混合均勻磨碎",NA,224,穀物類,樣品基本資料
J0412108,台灣鯛魚片(微波),NA,Tilapia,"熟,魚片解凍後,置於微波盒中,每片加水10mL,以強微波加熱6分鐘,待冷卻連同湯汁一起均質",NA,172,魚貝類,樣品基本資料
